PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,STATION_PARAMETERS,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,44,20.812,35.231,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,46,20.785,35.23,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,48,20.744,35.229,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,50,20.702,35.228,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,51.96,20.671,35.226,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,54,20.599,35.224,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,56.08,20.471,35.219,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,58,20.206,35.21,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,59.96,19.418,35.208,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,62.04,18.694,35.2,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,64.04,18.346,35.187,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,66,18.128,35.201,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,68,17.717,35.21,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,69.96,17.448,35.203,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,72,17.252,35.205,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,74.04,16.965,35.196,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,76,16.764,35.179,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,78.04,16.521,35.158,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,80,16.435,35.147,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,82,16.3,35.137,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,84,16.211,35.127,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,85.96,16.165,35.122,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,88,16.123,35.119,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,90.04,16.049,35.112,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,92,15.995,35.106,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,94,15.97,35.104,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,95.84,15.944,35.106,00111111,6482_007334_000,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],0,1
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,0.8,27.248,34.875,00111111,6482_007334_000,PRES,none,PRES,Near-surface sampling: discrete, pumped [deepest and shallowest polling from the same SBE41CP],0,2
3901231,n/a,2016-03-12T10:31:44Z,-4.9929,-83.0101,88.32,16.187,35.157,00111111,6482_007334_000,PRES,none,PRES,Near-surface sampling: discrete, pumped [deepest and shallowest polling from the same SBE41CP],0,2
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,1.16,27.69,34.893,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,2.04,27.679,34.892,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,3,27.652,34.891,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,3.96,27.55,34.892,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,4.96,27.506,34.89,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,6,27.385,34.889,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,7.04,27.253,34.888,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,8,27.176,34.885,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,8.96,27.165,34.886,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,9.96,27.161,34.892,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,12,27.155,34.918,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,14,27.168,34.958,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,16,27.199,35.008,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,18,27.26,35.11,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,20.04,27.263,35.234,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,22,26.945,35.269,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,24,26.138,35.253,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,26.04,24.885,35.226,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,28.04,24.078,35.221,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,30,23.456,35.235,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,32,23.143,35.246,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,34,23.111,35.244,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,36,22.991,35.24,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,38,22.702,35.239,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,39.96,22.301,35.241,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,41.92,21.855,35.237,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,43.96,21.475,35.233,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,46,21.186,35.229,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,48,21.026,35.224,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,50,20.754,35.222,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,52,20.389,35.215,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,54,20.054,35.211,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,56,19.336,35.211,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,58.04,18.841,35.203,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,60.04,18.7,35.196,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,61.96,18.356,35.21,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,64,18.194,35.218,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,66.04,18.078,35.209,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,68,17.983,35.196,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,69.96,17.517,35.165,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,72,17.32,35.158,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,74.04,17.283,35.173,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,76,17.25,35.193,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,78,17.04,35.192,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,80,16.86,35.179,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,81.96,16.629,35.166,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,84,16.494,35.152,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,86,16.475,35.147,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,87.96,16.374,35.136,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,89.96,16.296,35.129,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,92,16.177,35.118,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,94,16.107,35.111,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,96.04,16.03,35.104,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,98.04,15.946,35.099,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,100.04,15.911,35.095,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,102,15.891,35.094,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,103.96,15.842,35.094,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,106,15.793,35.092,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,108,15.765,35.089,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,110.04,15.743,35.086,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,112.04,15.712,35.083,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
3901231,n/a,2016-03-12T21:10:29Z,-4.9829,-83.0144,114.08,15.679,35.079,00111111,6482_007334_001,PRES,none,PRES,Primary sampling: averaged [nominal 2 dbar binned data sampled at 0.5 Hz from a SBE41CP],1,1
