PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PSAL_ADJUSTED (psu),TEMP_ADJUSTED (degree_Celsius),PRES_ADJUSTED (decibar),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,4.5,26.537,33.377,33.38,26.537,4.3,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,6,26.353,33.439,33.443,26.353,5.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,8.3,25.878,33.61,33.611,25.878,8.1,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,9.7,25.678,33.69,33.693,25.678,9.5,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,12.3,24.845,33.982,33.983,24.845,12.1,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,13.9,24.492,34.096,34.108,24.492,13.7,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,16.3,23.313,34.437,34.441,23.313,16.1,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,18,22.205,34.709,34.716,22.205,17.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,20.1,21.623,34.811,34.813,21.623,19.9,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,21.7,21.373,34.839,34.846,21.373,21.5,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,23.9,20.542,34.945,35.023,20.542,23.7,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,26,17.82,35.037,35.088,17.82,25.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,28,16.434,35.022,35.024,16.434,27.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,30,16.378,35.015,35.018,16.378,29.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,32,16.305,35.009,35.014,16.305,31.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,34,16.144,35.004,35.007,16.144,33.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,36,16.05,35.001,35.003,16.05,35.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,38,15.995,34.997,35,15.995,37.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,40,15.922,34.993,34.996,15.922,39.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,42,15.851,34.99,34.991,15.851,41.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,44,15.832,34.989,34.99,15.832,43.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,46,15.813,34.987,34.988,15.813,45.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,48,15.8,34.986,34.987,15.8,47.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,49.9,15.783,34.984,34.986,15.783,49.7,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,52,15.74,34.983,34.987,15.74,51.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,54,15.65,34.987,34.991,15.65,53.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,56,15.584,34.992,34.996,15.584,55.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,58,15.502,34.998,34.999,15.502,57.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,60,15.477,34.997,34.998,15.477,59.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,62,15.463,34.999,34.999,15.463,61.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,64,15.461,35,35.001,15.461,63.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,66,15.442,35.002,35.005,15.442,65.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,68,15.377,35.001,35.002,15.377,67.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,70,15.345,34.999,34.999,15.345,69.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,72,15.337,35.009,35.01,15.337,71.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,74,15.316,35.01,35.011,15.316,73.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,76,15.304,35.009,35.009,15.304,75.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,78,15.295,35.008,35.008,15.295,77.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,80,15.292,35.008,35.008,15.292,79.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,82,15.288,35.007,35.007,15.288,81.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,84,15.29,35.008,35.008,15.29,83.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,86,15.289,35.008,35.008,15.289,85.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,88,15.283,35.006,35.007,15.283,87.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,90,15.261,35.003,35.004,15.261,89.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,92,15.247,35,35,15.247,91.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,94,15.24,35,35.001,15.24,93.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,96,15.223,35.002,35.003,15.223,95.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,98,15.208,35,35.001,15.208,97.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,100,15.196,34.997,34.998,15.196,99.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,102,15.179,34.995,34.996,15.179,101.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,104,15.159,34.993,34.994,15.159,103.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,106,15.133,34.993,34.995,15.133,105.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,108,15.095,34.993,34.996,15.095,107.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,110,15.038,34.993,34.995,15.038,109.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,112,15,34.992,34.993,15,111.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,114,14.987,34.992,34.993,14.987,113.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,116,14.966,34.993,34.994,14.966,115.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,118,14.954,34.993,34.993,14.954,117.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
3901151,n/a,2015-02-23T04:08:12Z,-0.0120,-87.3890,120,14.949,34.994,34.995,14.949,119.8,00111111111,4750_0194_070,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.19 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:18,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],70,1
