PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PSAL_ADJUSTED (psu),TEMP_ADJUSTED (degree_Celsius),PRES_ADJUSTED (decibar),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,212,14.709,34.996,34.996,14.709,211.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,214,14.709,34.996,34.996,14.709,213.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,216,14.71,34.996,34.996,14.71,215.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,218,14.71,34.996,34.996,14.71,217.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,220,14.711,34.996,34.996,14.711,219.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,222,14.71,34.996,34.996,14.71,221.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,224,14.711,34.996,34.996,14.711,223.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,226,14.71,34.996,34.996,14.71,225.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,228,14.71,34.996,34.996,14.71,227.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,230,14.709,34.996,34.996,14.709,229.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,232,14.709,34.996,34.996,14.709,231.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,234,14.703,34.996,34.996,14.703,233.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,236,14.699,34.995,34.995,14.699,235.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,238,14.693,34.994,34.995,14.693,237.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,240,14.668,34.992,34.994,14.668,239.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,242,14.614,34.988,34.993,14.614,241.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,244,14.503,34.981,34.985,14.503,243.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,246,14.412,34.978,34.979,14.412,245.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,248,14.396,34.977,34.978,14.396,247.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,250,14.376,34.976,34.977,14.376,249.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,252,14.356,34.974,34.976,14.356,251.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,254,14.311,34.971,34.974,14.311,253.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,256,14.237,34.967,34.969,14.237,255.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,258,14.199,34.966,34.966,14.199,257.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,260,14.192,34.965,34.966,14.192,259.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,262,14.181,34.965,34.966,14.181,261.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,264,14.17,34.964,34.965,14.17,263.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,266,14.159,34.962,34.963,14.159,265.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,268,14.144,34.959,34.964,14.144,267.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,270,14.051,34.954,34.964,14.051,269.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,272,13.851,34.944,34.955,13.851,271.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,274,13.616,34.936,34.942,13.616,273.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,276,13.503,34.932,34.935,13.503,275.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,278,13.436,34.929,34.931,13.436,277.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,280,13.4,34.928,34.929,13.4,279.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,282,13.386,34.927,34.928,13.386,281.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,284,13.37,34.925,34.926,13.37,283.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,286,13.354,34.922,34.925,13.354,285.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,288,13.289,34.918,34.925,13.289,287.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,290,13.137,34.91,34.919,13.137,289.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,292,12.951,34.902,34.906,12.951,291.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,294,12.875,34.899,34.903,12.875,293.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,296,12.787,34.895,34.897,12.787,295.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,298,12.743,34.894,34.895,12.743,297.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,300,12.725,34.892,34.893,12.725,299.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,302,12.701,34.891,34.893,12.701,301.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,304,12.664,34.889,34.891,12.664,303.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,306,12.62,34.887,34.888,12.62,305.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,308,12.59,34.885,34.886,12.59,307.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,310,12.569,34.883,34.884,12.569,309.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,312,12.536,34.881,34.883,12.536,311.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,314,12.475,34.877,34.88,12.475,313.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,316,12.385,34.872,34.875,12.385,315.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,318,12.307,34.868,34.869,12.307,317.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,320,12.264,34.865,34.866,12.264,319.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,322,12.22,34.862,34.864,12.22,321.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,324,12.167,34.858,34.861,12.167,323.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,326,12.085,34.853,34.857,12.085,325.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
3901151,n/a,2015-05-14T04:00:28Z,-0.2720,-88.8760,328,11.983,34.846,34.851,11.983,327.7,00111111111,4750_0194_078,PRES,PRES_ADJUSTED = PRES - (REPORTED_SURFACE_PRESSURE) for PADJ,PADJ REPORTED_SURFACE_PRESSURE =0.26 dbar,Pressures adjusted using reported surface pressure when warranted.,PRES,05/03/2016 11:16:21,Primary sampling: averaged [1Hz sampling by SBE-41CP averaged in 2-dbar bins],78,1
