PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,STATION_PARAMETERS,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,36,24.233,35.077,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,37.92,23.308,35.102,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,39.88,22.052,35.145,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,42.04,19.906,35.214,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,44.08,19.094,35.212,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,46,18.452,35.188,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,47.92,18.184,35.166,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,50,18.108,35.159,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,52.08,18.003,35.152,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,54.08,17.987,35.151,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,56.04,17.848,35.151,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,58,17.73,35.149,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,59.92,17.678,35.148,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,61.96,17.457,35.126,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,63.96,17.255,35.11,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,65.96,17.233,35.117,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,68,17.189,35.118,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,70.04,17.168,35.118,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,71.96,17.151,35.117,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,74,17.128,35.117,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,76.04,17.123,35.116,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,78.12,17.11,35.117,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,80,17.09,35.119,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,82,17.079,35.119,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,84,17.075,35.119,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,86,17.066,35.119,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,88,17.056,35.119,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,90,17.048,35.119,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,92.08,17.037,35.118,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,94.04,17.019,35.116,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,96.12,16.964,35.112,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T06:11:09Z,-1.9733,-85.0493,97.48,16.943,35.106,00111111,6567,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2],99999,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,0.68,29.017,35.052,00111111,6567_010027_001,PRES,none,PRES,Near-surface sampling: discrete, pumped [shallowest polling from the same SBE41CP],1,2
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,1.08,28.964,35.043,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,2,28.873,35.042,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,3.04,28.787,35.04,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,4.04,28.764,35.04,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,5,28.749,35.04,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,6.04,28.736,35.04,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,7.04,28.732,35.04,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,7.92,28.726,35.04,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,9,28.721,35.04,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,10.04,28.716,35.04,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,11.96,28.708,35.039,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,13.96,28.703,35.038,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,16,28.686,35.038,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,18.04,28.666,35.036,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,19.96,28.635,35.032,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,22,28.575,35.028,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,24.08,28.394,35.025,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,26.04,27.896,35.041,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,28.12,27.152,35.088,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,30.04,26.961,35.096,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,31.92,26.521,35.09,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,33.96,25.609,35.075,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,36.04,24.933,35.067,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,38.04,23.847,35.098,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,39.92,22.599,35.125,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,41.92,20.464,35.171,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,43.96,18.921,35.2,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,46,18.353,35.178,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,48.04,18.096,35.155,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,49.88,18.053,35.147,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,52.04,17.933,35.145,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,53.96,17.723,35.146,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,55.88,17.452,35.129,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,58.04,17.259,35.11,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
3901266,n/a,2016-03-16T17:17:28Z,-1.9676,-85.0563,59.96,17.251,35.12,00111111,6567_010027_001,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],1,1
