PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PSAL_ADJUSTED (psu),TEMP_ADJUSTED (degree_Celsius),PRES_ADJUSTED (decibar),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,2.7,24.154,35.309,35.309,24.154,2.57,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,4,24.154,35.31,35.31,24.154,3.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,6,24.155,35.31,35.31,24.155,5.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,8,24.155,35.31,35.31,24.155,7.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,10,24.153,35.31,35.31,24.153,9.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,12,24.152,35.31,35.31,24.152,11.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,14,24.149,35.31,35.31,24.149,13.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,16,24.15,35.31,35.31,24.15,15.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,18,24.15,35.31,35.31,24.15,17.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,20,24.142,35.31,35.31,24.142,19.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,22,24.142,35.31,35.31,24.142,21.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,24,24.141,35.31,35.31,24.141,23.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,26,24.141,35.311,35.311,24.141,25.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,28,24.14,35.311,35.311,24.14,27.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,30,24.14,35.311,35.311,24.14,29.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,32,24.141,35.311,35.311,24.141,31.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,34.2,24.139,35.311,35.311,24.139,34.07,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,36.1,24.136,35.312,35.312,24.136,35.97,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,37.9,24.116,35.314,35.314,24.116,37.77,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,40.3,23.627,35.358,35.358,23.627,40.17,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,42.1,23.299,35.391,35.391,23.299,41.97,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,43.8,22.52,35.42,35.42,22.52,43.67,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,46,21.314,35.419,35.419,21.314,45.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,48.1,20.687,35.38,35.38,20.687,47.97,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,49.9,20.319,35.355,35.355,20.319,49.77,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,51.9,20.001,35.333,35.333,20.001,51.77,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,54,19.501,35.281,35.281,19.501,53.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,56,18.659,35.241,35.241,18.659,55.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,58,18.372,35.229,35.229,18.372,57.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,60,18.014,35.21,35.21,18.014,59.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,62.1,17.38,35.177,35.177,17.38,61.97,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,64,17.067,35.147,35.147,17.067,63.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,66,16.67,35.135,35.135,16.67,65.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,68,16.474,35.149,35.149,16.474,67.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,70,16.122,35.121,35.121,16.122,69.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,72,15.834,35.097,35.097,15.834,71.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,74,15.68,35.079,35.079,15.68,73.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,76,15.483,35.058,35.058,15.483,75.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,78,15.231,35.036,35.036,15.231,77.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,80,14.882,35.011,35.011,14.882,79.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,82,14.604,34.995,34.995,14.604,81.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,84,14.589,34.994,34.994,14.589,83.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,86,14.493,34.987,34.987,14.493,85.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,88,14.371,34.978,34.978,14.371,87.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,90,14.251,34.973,34.973,14.251,89.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,92,14.204,34.981,34.981,14.204,91.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,94,14.194,34.989,34.989,14.194,93.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,96,14.128,34.984,34.984,14.128,95.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,98,14.034,34.978,34.978,14.034,97.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,100,13.911,34.967,34.967,13.911,99.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,102,13.846,34.963,34.963,13.846,101.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,104,13.81,34.962,34.962,13.81,103.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,106,13.759,34.959,34.959,13.759,105.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,108,13.704,34.955,34.955,13.704,107.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,110,13.664,34.952,34.952,13.664,109.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,112,13.627,34.95,34.95,13.627,111.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,114,13.575,34.949,34.949,13.575,113.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,116,13.545,34.947,34.947,13.545,115.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,118,13.502,34.942,34.942,13.502,117.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,120,13.456,34.941,34.941,13.456,119.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,122,13.427,34.94,34.94,13.427,121.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,124,13.393,34.939,34.939,13.393,123.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,126,13.37,34.938,34.938,13.37,125.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,128,13.354,34.938,34.938,13.354,127.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,130,13.336,34.937,34.937,13.336,129.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,132,13.302,34.936,34.936,13.302,131.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,134,13.27,34.933,34.933,13.27,133.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,136,13.254,34.931,34.931,13.254,135.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,138,13.24,34.93,34.93,13.24,137.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,140,13.228,34.93,34.93,13.228,139.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,142,13.208,34.929,34.929,13.208,141.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,144,13.185,34.927,34.927,13.185,143.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,146,13.159,34.926,34.926,13.159,145.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,148,13.133,34.925,34.925,13.133,147.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,150,13.121,34.925,34.925,13.121,149.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,152,13.097,34.924,34.924,13.097,151.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
