PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PSAL_ADJUSTED (psu),TEMP_ADJUSTED (degree_Celsius),PRES_ADJUSTED (decibar),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,496,8.523,34.641,34.641,8.523,495.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,498,8.491,34.64,34.64,8.491,497.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,500,8.467,34.639,34.639,8.467,499.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,502,8.441,34.637,34.637,8.441,501.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,504,8.397,34.635,34.635,8.397,503.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,506,8.377,34.634,34.634,8.377,505.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,508,8.342,34.633,34.633,8.342,507.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,510,8.314,34.631,34.631,8.314,509.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,512,8.284,34.63,34.63,8.284,511.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,514,8.261,34.628,34.628,8.261,513.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,516,8.233,34.627,34.627,8.233,515.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,518,8.191,34.625,34.625,8.191,517.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,520,8.149,34.624,34.624,8.149,519.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,522,8.14,34.623,34.623,8.14,521.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,524,8.118,34.622,34.622,8.118,523.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,526,8.059,34.62,34.62,8.059,525.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,528,8.022,34.618,34.618,8.022,527.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,530,7.967,34.616,34.616,7.967,529.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,532,7.941,34.615,34.615,7.941,531.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,534,7.913,34.613,34.613,7.913,533.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,536,7.885,34.612,34.612,7.885,535.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,538,7.843,34.61,34.61,7.843,537.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,540,7.813,34.607,34.607,7.813,539.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,542,7.774,34.604,34.604,7.774,541.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,544,7.745,34.601,34.601,7.745,543.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,546,7.722,34.599,34.599,7.722,545.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,548,7.691,34.597,34.597,7.691,547.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,550,7.668,34.597,34.597,7.668,549.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,552,7.64,34.597,34.597,7.64,551.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,554,7.577,34.595,34.595,7.577,553.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,556,7.529,34.591,34.591,7.529,555.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,558,7.52,34.591,34.591,7.52,557.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,560,7.514,34.592,34.592,7.514,559.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,562,7.474,34.591,34.591,7.474,561.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,564,7.433,34.591,34.591,7.433,563.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,566,7.411,34.591,34.591,7.411,565.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,568,7.383,34.59,34.59,7.383,567.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,570,7.352,34.588,34.588,7.352,569.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,572,7.337,34.586,34.586,7.337,571.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,574,7.318,34.585,34.585,7.318,573.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,576,7.296,34.584,34.584,7.296,575.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,578,7.289,34.584,34.584,7.289,577.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,580,7.28,34.583,34.583,7.28,579.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,582,7.262,34.583,34.583,7.262,581.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,584,7.248,34.583,34.583,7.248,583.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,586,7.238,34.582,34.582,7.238,585.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,588,7.22,34.582,34.582,7.22,587.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,590,7.2,34.581,34.581,7.2,589.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,592,7.179,34.58,34.58,7.179,591.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,594,7.163,34.579,34.579,7.163,593.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,596,7.134,34.578,34.578,7.134,595.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,598,7.074,34.576,34.576,7.074,597.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,600,7.043,34.574,34.574,7.043,599.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,602,7.027,34.573,34.573,7.027,601.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,604,7.022,34.573,34.573,7.022,603.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,606,7.015,34.572,34.572,7.015,605.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,608,6.995,34.572,34.572,6.995,607.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,610,6.967,34.571,34.571,6.967,609.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,612,6.953,34.57,34.57,6.953,611.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,614,6.941,34.57,34.57,6.941,613.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,616,6.92,34.569,34.569,6.92,615.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,618,6.904,34.568,34.568,6.904,617.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,620,6.893,34.568,34.568,6.893,619.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,622,6.885,34.568,34.568,6.885,621.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,624,6.88,34.568,34.568,6.88,623.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,626,6.863,34.568,34.568,6.863,625.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,628,6.833,34.566,34.566,6.833,627.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,630,6.819,34.566,34.566,6.819,629.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,632,6.816,34.566,34.566,6.816,631.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,634,6.805,34.565,34.565,6.805,633.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,636,6.773,34.564,34.564,6.773,635.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,638,6.742,34.563,34.563,6.742,637.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,640,6.728,34.562,34.562,6.728,639.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,642,6.715,34.562,34.562,6.715,641.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,644,6.707,34.563,34.563,6.707,643.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
5904601,n/a,2016-06-25T16:52:22Z,-6.4810,-90.0000,646,6.698,34.563,34.563,6.698,645.87,00111111111,6111,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.13 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,26/06/2016 02:17:39,Primary sampling: mixed [deep: discrete, shallow:continuous],87,1
