PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),QC,PARAMETER,STATION_PARAMETERS,GTSPP_UNIQUE_PROFILE_ID,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
6902672,150939,2015-11-25T19:42:00Z,-5.0060,-81.5060,12,23.109,34.846,00111111,PRES,PRES, 7A6CC0E,Primary sampling: averaged [10 sec sampling, 1 dbar average from surface to 20 dbar; 10 sec sampling, 5 dbar average from 20 dbar to 200 dbar; 10 sec sampling, 30 dbar average from 200 dbar to 1000 dbar],1,1
6902672,150939,2015-11-25T19:42:00Z,-5.0060,-81.5060,17,22.476,34.925,00111111,PRES,PRES, 7A6CC0E,Primary sampling: averaged [10 sec sampling, 1 dbar average from surface to 20 dbar; 10 sec sampling, 5 dbar average from 20 dbar to 200 dbar; 10 sec sampling, 30 dbar average from 200 dbar to 1000 dbar],1,1
6902672,150939,2015-11-25T19:42:00Z,-5.0060,-81.5060,22,22.082,34.994,00111111,PRES,PRES, 7A6CC0E,Primary sampling: averaged [10 sec sampling, 1 dbar average from surface to 20 dbar; 10 sec sampling, 5 dbar average from 20 dbar to 200 dbar; 10 sec sampling, 30 dbar average from 200 dbar to 1000 dbar],1,1
6902672,150939,2015-11-25T19:42:00Z,-5.0060,-81.5060,27,21.559,35.073,00111111,PRES,PRES, 7A6CC0E,Primary sampling: averaged [10 sec sampling, 1 dbar average from surface to 20 dbar; 10 sec sampling, 5 dbar average from 20 dbar to 200 dbar; 10 sec sampling, 30 dbar average from 200 dbar to 1000 dbar],1,1
6902672,150939,2015-11-25T19:42:00Z,-5.0060,-81.5060,32,20.951,35.121,00111111,PRES,PRES, 7A6CC0E,Primary sampling: averaged [10 sec sampling, 1 dbar average from surface to 20 dbar; 10 sec sampling, 5 dbar average from 20 dbar to 200 dbar; 10 sec sampling, 30 dbar average from 200 dbar to 1000 dbar],1,1
6902672,150939,2015-11-25T19:42:00Z,-5.0060,-81.5060,37,20.414,35.13,00111111,PRES,PRES, 7A6CC0E,Primary sampling: averaged [10 sec sampling, 1 dbar average from surface to 20 dbar; 10 sec sampling, 5 dbar average from 20 dbar to 200 dbar; 10 sec sampling, 30 dbar average from 200 dbar to 1000 dbar],1,1
6902672,150939,2015-11-25T19:42:00Z,-5.0060,-81.5060,42,20.333,35.133,00111111,PRES,PRES, 7A6CC0E,Primary sampling: averaged [10 sec sampling, 1 dbar average from surface to 20 dbar; 10 sec sampling, 5 dbar average from 20 dbar to 200 dbar; 10 sec sampling, 30 dbar average from 200 dbar to 1000 dbar],1,1
6902672,150939,2015-11-25T19:42:00Z,-5.0060,-81.5060,47,20.256,35.136,00111111,PRES,PRES, 7A6CC0E,Primary sampling: averaged [10 sec sampling, 1 dbar average from surface to 20 dbar; 10 sec sampling, 5 dbar average from 20 dbar to 200 dbar; 10 sec sampling, 30 dbar average from 200 dbar to 1000 dbar],1,1
6902672,150939,2015-11-25T19:42:00Z,-5.0060,-81.5060,52,20.048,35.144,00111111,PRES,PRES, 7A6CC0E,Primary sampling: averaged [10 sec sampling, 1 dbar average from surface to 20 dbar; 10 sec sampling, 5 dbar average from 20 dbar to 200 dbar; 10 sec sampling, 30 dbar average from 200 dbar to 1000 dbar],1,1
6902672,150939,2015-11-25T19:42:00Z,-5.0060,-81.5060,57,19.811,35.151,00111111,PRES,PRES, 7A6CC0E,Primary sampling: averaged [10 sec sampling, 1 dbar average from surface to 20 dbar; 10 sec sampling, 5 dbar average from 20 dbar to 200 dbar; 10 sec sampling, 30 dbar average from 200 dbar to 1000 dbar],1,1
