PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,STATION_PARAMETERS,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,658,6.276,34.575,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,660.04,6.265,34.575,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,662,6.244,34.575,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,664,6.224,34.575,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,666,6.208,34.575,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,667.96,6.202,34.574,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,669.96,6.2,34.574,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,672,6.197,34.573,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,674,6.194,34.573,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,676,6.189,34.573,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,678,6.183,34.573,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,680.04,6.181,34.573,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,682.04,6.179,34.573,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,684,6.173,34.573,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,686,6.169,34.573,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,688,6.165,34.573,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,690,6.161,34.572,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,692,6.157,34.572,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,694,6.149,34.573,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,695.96,6.136,34.572,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,697.96,6.129,34.572,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,699.96,6.117,34.572,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,702,6.105,34.572,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,704.04,6.095,34.571,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,706,6.09,34.571,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,707.96,6.086,34.571,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,710,6.083,34.571,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,712,6.08,34.571,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,714,6.075,34.571,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,716,6.068,34.571,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,718,6.059,34.57,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,720.04,6.041,34.571,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,722,6.029,34.57,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,724,5.999,34.571,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,726,5.964,34.571,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,728,5.932,34.57,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,730,5.925,34.569,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,732,5.92,34.57,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,734.04,5.908,34.569,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,736,5.9,34.569,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,737.96,5.896,34.569,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,739.96,5.885,34.569,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,742,5.865,34.569,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,744.04,5.856,34.569,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,746.04,5.85,34.568,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,747.96,5.843,34.569,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,750,5.831,34.568,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,752.04,5.822,34.568,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,754,5.807,34.568,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,755.96,5.791,34.568,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,757.96,5.773,34.568,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,759.96,5.764,34.567,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,762,5.76,34.567,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,764,5.758,34.567,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,765.96,5.754,34.567,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,768,5.75,34.567,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,770,5.747,34.567,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,771.96,5.743,34.567,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,774,5.735,34.567,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,776.04,5.731,34.566,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,778,5.727,34.566,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,780.04,5.723,34.566,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,782.04,5.722,34.566,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,783.96,5.721,34.566,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,785.96,5.721,34.566,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,787.96,5.721,34.566,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,789.96,5.72,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,792,5.717,34.566,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,794.04,5.688,34.567,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,796.04,5.673,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,798,5.668,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,800,5.664,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,802.04,5.664,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,804.04,5.662,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,806,5.661,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,807.96,5.659,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,810,5.655,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,812.04,5.654,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,814.04,5.652,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,815.96,5.644,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,817.96,5.628,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,820,5.589,34.567,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,821.96,5.57,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,823.92,5.564,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,826,5.562,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,828,5.56,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,829.96,5.559,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,832.04,5.556,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
3901265,n/a,2016-03-18T20:52:32Z,-0.3499,-84.9988,834,5.554,34.565,00111111,6566_010026_003,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],2,1
