PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,STATION_PARAMETERS,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,102,16.307,35.053,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,103.96,16.3,35.053,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,105.96,16.294,35.054,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,108,16.289,35.054,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,110,16.285,35.055,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,111.96,16.276,35.056,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,114.04,16.264,35.057,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,116,16.262,35.059,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,118.04,16.262,35.06,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,120.08,16.264,35.061,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,122,16.259,35.062,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,124,16.214,35.062,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,126,16.169,35.063,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,128,16.126,35.063,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,129.96,16.11,35.06,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,131.96,16.079,35.056,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,134,16.036,35.05,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,136.04,15.988,35.046,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,138.04,15.98,35.046,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,140.04,15.984,35.049,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,142,15.961,35.051,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,144.04,15.918,35.046,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,146.04,15.883,35.054,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,148,15.847,35.053,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,150.04,15.83,35.049,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,152.04,15.729,35.041,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,154,15.604,35.031,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,155.96,15.475,35.02,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,158,15.44,35.016,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,160,15.403,35.013,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,161.96,15.32,35.01,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,164,15.226,35.007,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,166.04,15.175,35.004,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,168,15.149,35.002,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,170,15.143,35.001,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,172,15.133,35,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,174.04,15.097,34.999,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,176.04,15.017,34.996,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,178,14.939,34.993,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,180.04,14.881,34.99,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,182,14.831,34.988,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,183.96,14.766,34.988,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,186,14.701,34.987,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,188,14.692,34.99,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,189.96,14.676,34.996,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,191.96,14.604,34.997,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,194,14.463,34.992,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,196,14.295,34.986,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,198.04,14.07,34.979,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,200.04,13.915,34.971,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,202.04,13.799,34.964,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,204.04,13.713,34.959,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,206,13.589,34.955,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,208,13.518,34.95,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,210.04,13.474,34.944,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,212.04,13.328,34.935,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,214,13.049,34.917,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,216,12.897,34.91,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,218,12.851,34.906,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,220,12.842,34.905,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,222.04,12.82,34.904,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,224.04,12.79,34.902,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,226,12.757,34.9,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,228,12.735,34.898,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,230,12.724,34.897,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,232,12.713,34.896,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,234,12.694,34.894,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,235.96,12.675,34.893,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,237.96,12.657,34.891,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,239.96,12.618,34.889,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,242,12.558,34.885,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,243.96,12.509,34.883,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,245.96,12.494,34.881,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,247.96,12.492,34.88,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,249.96,12.475,34.879,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,251.96,12.422,34.875,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,254,12.308,34.87,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,256.04,12.259,34.865,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,258.08,12.215,34.863,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,260.04,12.044,34.856,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,262,11.886,34.847,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,264,11.829,34.842,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,266,11.781,34.838,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,268,11.716,34.835,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,270,11.608,34.829,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,271.96,11.583,34.827,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,274,11.575,34.826,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,276,11.553,34.824,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-04-29T08:08:19Z,-0.1176,-85.9761,277.96,11.463,34.819,00111111,6566_010026_012,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
