STN---,WBAN , YEARMODA,   TEMP,TEMP+,   DEWP, DEWP+,  SLP  , SLP+,  STP  , STP+ , VISIB, VISIB+,  WDSP, WDSP+, MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
843700,99999, 20150201,   79.9,14,   72.6,14, 1010.4, 6, 1007.0, 6,   6.2,14,   4.4,14,   9.9, 999.9,   86.0 ,  76.1 , 0.00I,999.9, 000000,
843700,99999, 20150202,   82.9,15,   70.6,15, 1010.0, 6, 1006.6, 6,   6.2,15,   4.6,15,   9.9, 999.9,   89.6,  73.4 , 0.00I,999.9, 000000,
843700,99999, 20150203,   82.3,15,   72.8,15, 1009.2, 4, 1005.5, 4,   6.2,15,   5.8,15,  11.1, 999.9,   89.4 ,  70.5 , 0.00I,999.9, 000000,
843700,99999, 20150204,   81.3,16,   71.4,16, 1009.4, 5, 1006.0, 5,   6.2,16,   6.0,16,   9.9, 999.9,   88.7 ,  70.9 , 0.00I,999.9, 000000,
843700,99999, 20150205,   81.6,16,   72.6,16, 1009.1, 4, 1005.7, 4,   6.2,16,   4.2,16,   9.9, 999.9,   88.2 ,  75.2, 0.00I,999.9, 000000,
843700,99999, 20150206,   82.2,16,   72.2,16, 1010.5, 6, 1007.1, 6,   6.2,16,   4.9,16,  11.1, 999.9,   89.6,  73.4 , 0.00G,999.9, 000000,
843700,99999, 20150207,   80.4,16,   72.7,16, 1011.9, 6, 1008.6, 6,   6.2,16,   4.4,16,   8.0, 999.9,   90.0 ,  71.8 , 2.24G,999.9, 000000,
843700,99999, 20150208,   80.4,16,   73.5,16, 1011.9, 5, 1008.6, 5,   6.2,16,   5.4,16,   9.9, 999.9,   87.8 ,  71.4 , 0.00G,999.9, 000000,
843700,99999, 20150209,   80.7,16,   72.4,16, 1013.4, 5, 1010.0, 5,   6.2,16,   5.8,16,   9.9, 999.9,   86.0 ,  72.5 , 0.00I,999.9, 000000,
843700,99999, 20150210,   83.3,16,   71.7,16, 1010.9, 6, 1007.6, 6,   6.2,16,   4.8,16,  11.1, 999.9,   89.6,  74.7 , 0.00I,999.9, 000000,
843700,99999, 20150211,   81.2,16,   73.1,16, 9999.9, 0, 9999.9, 0,   6.2,16,   5.1,16,   9.9, 999.9,   84.6,  75.2, 0.00I,999.9, 000000,
843700,99999, 20150212,   81.0,16,   74.1,16, 1011.2, 6, 1007.5, 6,   6.2,16,   4.5,16,  11.1, 999.9,   86.0 ,  72.5 , 0.08G,999.9, 010000,
843700,99999, 20150213,   81.6,16,   71.7,16, 1011.0, 6, 1007.8, 6,   6.2,16,   3.3,16,   5.1, 999.9,   89.1 ,  74.3 , 0.00G,999.9, 000000,
843700,99999, 20150214,   82.4,16,   73.0,16, 1010.9, 5, 1007.6, 5,   6.2,16,   4.2,16,  12.0, 999.9,   88.0 ,  74.3 , 0.00I,999.9, 000000,
843700,99999, 20150215,   80.3,16,   74.3,16, 1010.9, 5, 1007.5, 5,   6.2,16,   4.6,16,   8.0, 999.9,   87.4 ,  75.2,99.99 ,999.9, 010000,
843700,99999, 20150216,   79.6,17,   74.7,17, 1010.0, 5, 1006.7, 5,   6.1,17,   2.8,17,   7.0, 999.9,   86.0 ,  71.1 , 0.43G,999.9, 010000,
843700,99999, 20150217,   82.3,16,   74.0,16, 1009.6, 4, 1006.3, 4,   6.2,16,   3.9,16,   8.0, 999.9,   86.0 ,  75.2, 0.00G,999.9, 000000,
843700,99999, 20150218,   81.9,16,   73.4,16, 1012.1, 4, 1008.7, 4,   6.2,16,   5.6,16,   9.9, 999.9,   86.0,  73.8 , 0.00I,999.9, 000000,
843700,99999, 20150219,   82.6,16,   74.3,16, 1011.4, 5, 1008.1, 5,   6.2,16,   4.1,16,   8.9, 999.9,   87.8,  72.3 , 0.00I,999.9, 000000,
843700,99999, 20150220,   82.8,16,   73.7,16, 1011.1, 6, 1007.6, 6,   6.2,16,   3.6,16,   8.0, 999.9,   89.6,  72.9 , 0.00I,999.9, 000000,
843700,99999, 20150221,   83.2,17,   72.6,17, 1010.4, 5, 1007.1, 5,   6.2,16,   5.1,17,   9.9, 999.9,   89.2 ,  76.1 , 0.00I,999.9, 000000,
843700,99999, 20150222,   82.3,16,   71.7,16, 1008.8, 5, 1005.5, 5,   6.2,13,   3.2,13,   7.0, 999.9,   88.3 ,  74.3 , 0.00I,999.9, 000000,
843700,99999, 20150223,   82.3,16,   73.0,16, 1009.6, 5, 1006.3, 5,   6.2,16,   4.6,16,   8.0, 999.9,   87.8 ,  77.0, 0.00I,999.9, 000000,
843700,99999, 20150224,   79.9,16,   73.6,16, 1010.5, 5, 1007.2, 5,   6.2,16,   4.4,16,   7.0, 999.9,   86.0,  70.5 , 0.31G,999.9, 010000,
843700,99999, 20150225,   81.6,16,   71.9,15, 1010.3, 5, 1007.0, 5,   6.2,16,   4.9,16,   8.0, 999.9,   86.9 ,  73.4, 0.00G,999.9, 000000,
843700,99999, 20150226,   81.5,16,   71.5,15, 1010.4, 5, 1007.1, 5,   6.2,16,   3.2,16,   7.0, 999.9,   86.0,  75.2 , 0.00I,999.9, 000000,
843700,99999, 20150227,   82.1,16,   72.9,16, 1010.4, 5, 1006.9, 5,   6.2,16,   3.9,16,   8.9, 999.9,   86.0 ,  70.7 , 0.00I,999.9, 000000,
843700,99999, 20150228,   81.3,16,   72.8,16, 1011.1, 5, 1007.7, 5,   6.2,16,   3.9,16,   8.9, 999.9,   87.4 ,  75.2,99.99 ,999.9, 010000,
843700,99999, 20150301,   82.3,16,   72.8,16, 1011.1, 5, 1007.2, 5,   6.2, 9,   5.7,16,   9.9, 999.9,   86.9 ,  74.1 , 0.00I,999.9, 000000,
843700,99999, 20150302,   83.4,16,   71.5,16, 1010.6, 6, 1006.7, 6,   6.2,16,   4.5,16,   9.9, 999.9,   88.5,  73.9 , 0.00I,999.9, 000000,
843700,99999, 20150303,   81.6,16,   72.2,16, 1009.9, 4, 1006.3, 4,   6.2,16,   4.3,16,   8.9, 999.9,   86.0,  72.7 , 0.00I,999.9, 000000,
843700,99999, 20150304,   82.2,16,   70.6,16, 1008.6, 5, 1005.2, 5,   6.2,16,   4.3,16,   8.9, 999.9,   87.8,  72.3 , 0.00I,999.9, 000000,
843700,99999, 20150305,   83.0,16,   71.5,16, 9999.9, 0, 9999.9, 0,   6.2, 7,   4.6,15,  11.1, 999.9,   88.7 ,  78.8, 0.00I,999.9, 000000,
843700,99999, 20150306,   82.2,16,   73.1,16, 1010.2, 4, 1006.5, 4,   6.3,15,   5.4,15,  11.1, 999.9,   86.0 ,  74.1 , 0.00I,999.9, 000000,
843700,99999, 20150307,   81.1,18,   73.0,18, 1009.0, 5, 1005.5, 5,   6.2,18,   4.7,18,   7.0, 999.9,   88.5 ,  70.2 ,99.99 ,999.9, 010000,
843700,99999, 20150308,   82.6,16,   73.4,16, 1007.1, 6, 1003.5, 6,   6.2,16,   5.7,16,   9.9, 999.9,   87.8,  73.0 , 0.00I,999.9, 000000,
843700,99999, 20150309,   81.5,15,   73.0,15, 1007.2, 4, 1003.5, 4,   6.2,12,   4.5,15,   9.9, 999.9,   88.9 ,  74.5 , 0.00I,999.9, 000000,
843700,99999, 20150310,   81.7,16,   72.7,16, 1006.7, 4, 1002.8, 4,   6.2,16,   5.5,16,   8.9, 999.9,   86.0,  72.0 , 0.16G,999.9, 010000,
843700,99999, 20150311,   82.5,16,   73.8,16, 1008.5, 4, 1005.2, 4,   6.2,16,   4.9,16,   8.9, 999.9,   89.2 ,  70.3 , 0.16G,999.9, 000000,
843700,99999, 20150312,   83.4,16,   73.1,16, 1008.6, 4, 1004.9, 4,   6.2,16,   5.4,16,   9.9, 999.9,   89.6 ,  78.8, 0.00G,999.9, 000000,
843700,99999, 20150313,   83.0,16,   73.3,16, 1008.4, 6, 1004.6, 6,   6.2,16,   5.2,16,   9.9, 999.9,   88.2 ,  73.4 , 0.00I,999.9, 000000,
843700,99999, 20150314,   79.6,15,   74.4,15, 1008.7, 6, 1004.8, 6,   6.2,15,   3.7,15,   8.0, 999.9,   86.0 ,  71.6 , 4.33G,999.9, 010000,
843700,99999, 20150315,   79.6,16,   74.3,13, 1009.7, 6, 1006.3, 6,   6.1,16,   2.9,16,   6.0, 999.9,   87.8 ,  73.6 , 1.69G,999.9, 010000,
843700,99999, 20150316,   82.9,16,   74.9,16, 1010.5, 5, 1006.9, 5,   6.2,16,   4.0,16,   8.0, 999.9,   87.8,  73.8 , 0.28G,999.9, 000000,
843700,99999, 20150317,   77.3,16,   73.8,16, 1011.8, 5, 1007.9, 5,   6.0,16,   3.8,16,   7.0, 999.9,   89.1 ,  75.2, 4.49G,999.9, 011000,
843700,99999, 20150318,   78.2,16,   74.1,16, 1010.6, 4, 1006.7, 4,   6.2,16,   3.6,16,   8.0, 999.9,   86.0 ,  75.2, 0.00G,999.9, 010000,
843700,99999, 20150319,   79.9,16,   74.8,16, 1012.1, 6, 1008.7, 6,   6.0,16,   3.4,16,   8.0, 999.9,   86.0,  73.6 , 2.09G,999.9, 010000,
843700,99999, 20150320,   78.5,16,   74.0,16, 1012.9, 5, 1009.3, 5,   6.0,16,   4.1,16,   6.0, 999.9,   86.7 ,  73.4, 0.00G,999.9, 010000,
843700,99999, 20150321,   81.9,17,   75.0,17, 1012.9, 6, 1009.0, 6,   6.2,15,   3.8,17,   8.9, 999.9,   87.8,  69.8 , 0.00I,999.9, 000000,
843700,99999, 20150322,   81.4,17,   74.1,17, 1012.0, 5, 1007.9, 5,   6.3,15,   3.4,16,   8.0, 999.9,   90.0 ,  72.1 , 0.00I,999.9, 000000,
843700,99999, 20150323,   81.8,16,   75.3,16, 1012.6, 6, 1009.1, 6,   6.2,16,   3.7,16,   8.9, 999.9,   87.1 ,  74.1 , 0.00I,999.9, 000000,
843700,99999, 20150324,   82.6,16,   74.8,16, 1013.1, 5, 1009.2, 6,   6.2,16,   3.6,16,   7.0, 999.9,   86.4,  73.0 , 0.00I,999.9, 000000,
843700,99999, 20150325,   80.7,16,   74.5,16, 1012.5, 5, 1008.7, 5,   6.2,16,   3.8,16,   7.0, 999.9,   88.0 ,  71.6 , 1.50G,999.9, 010000,
843700,99999, 20150326,   82.0,17,   74.0,17, 1012.2, 5, 1008.3, 5,   6.2,17,   3.6,17,   7.0, 999.9,   87.8,  72.3 , 0.00G,999.9, 000000,
843700,99999, 20150327,   81.3,16,   74.8,16, 1011.3, 6, 1007.9, 6,   6.1,16,   4.1,16,   7.0, 999.9,   88.2 ,  73.0 , 0.98G,999.9, 010000,
843700,99999, 20150328,   79.8,16,   75.5,16, 1012.9, 6, 1009.3, 6,   6.2,16,   3.3,16,   7.0, 999.9,   87.8 ,  72.3 , 1.69G,999.9, 000000,
843700,99999, 20150329,   77.6,16,   74.4,16, 1014.0, 6, 1010.2, 6,   6.1,16,   2.5,16,   5.1, 999.9,   84.6 ,  69.8 , 0.43G,999.9, 010000,
843700,99999, 20150330,   81.9,16,   74.6,16, 1012.5, 4, 1008.6, 4,   6.2,15,   2.9,16,   6.0, 999.9,   87.8,  75.2, 0.00G,999.9, 000000,
843700,99999, 20150331,   81.9,17,   74.7,17, 1011.4, 5, 1008.0, 5,   6.2,17,   3.5,17,   7.0, 999.9,   88.2 ,  73.4 , 0.04G,999.9, 000000,
843700,99999, 20150401,   81.4,16,   73.2,16, 1010.2, 5, 1006.9, 5,   6.2,16,   3.5,16,   8.9, 999.9,   87.8,  71.6 , 0.08G,999.9, 010000,
843700,99999, 20150402,   79.8,19,   74.2,19, 1011.2, 6, 1007.9, 6,   6.2,19,   2.6,19,   4.1, 999.9,   87.8 ,  76.6, 0.00G,999.9, 010000,
843700,99999, 20150403,   82.4,16,   75.3,16, 1010.0, 6, 1006.6, 6,   6.2,16,   3.9,16,   8.0, 999.9,   86.0,  74.3 , 0.00G,999.9, 000000,
843700,99999, 20150404,   82.6,16,   74.3,16, 1009.1, 6, 1005.8, 6,   6.2,16,   4.1,16,   6.0, 999.9,   88.3,  73.9 , 0.00I,999.9, 000000,
843700,99999, 20150405,   82.2,16,   73.2,16, 1009.1, 5, 1005.8, 5,   6.2,16,   3.2,16,   6.0, 999.9,   89.1 ,  72.3 ,99.99 ,999.9, 010000,
843700,99999, 20150406,   83.1,16,   75.6,16, 1007.6, 6, 1004.3, 6,   6.2,15,   3.5,16,   8.0, 999.9,   89.6,  74.3 , 0.00G,999.9, 010000,
843700,99999, 20150407,   81.3,16,   75.2,16, 1007.9, 4, 1004.6, 4,   6.1,16,   3.0,16,   7.0, 999.9,   86.0,  73.4 , 0.24G,999.9, 010000,
843700,99999, 20150408,   82.6,14,   74.7,14, 1008.4, 6, 1005.0, 6,   6.2,14,   4.3,14,   8.0, 999.9,   90.0 ,  73.8 , 0.00G,999.9, 000000,
843700,99999, 20150409,   83.1,16,   74.3,16, 1008.4, 6, 1005.0, 6,   6.2,16,   3.6,16,   8.9, 999.9,   86.5 ,  73.0 , 0.00I,999.9, 000000,
843700,99999, 20150410,   84.1,16,   74.3,16, 1009.2, 5, 1005.9, 5,   6.2,16,   2.9,16,   8.0, 999.9,   89.6,  73.4 , 0.00I,999.9, 000000,
843700,99999, 20150411,   83.0,16,   75.6,16, 1008.7, 5, 1005.4, 5,   6.3,16,   3.8,15,   7.0, 999.9,   90.9 ,  74.3 , 0.00I,999.9, 000000,
843700,99999, 20150412,   83.4,16,   75.7,16, 1010.1, 6, 1006.7, 6,   6.2,16,   2.8,16,   7.0, 999.9,   89.8 ,  73.0 , 0.00I,999.9, 000000,
843700,99999, 20150413,   83.0,14,   75.5,14, 1011.3, 5, 1007.9, 5,   6.2,14,   5.1,14,  12.0, 999.9,   89.6,  73.9 ,99.99 ,999.9, 010000,
843700,99999, 20150414,   82.2,15,   74.4,15, 1012.3, 5, 1008.9, 5,   6.2,15,   4.2,15,   8.0, 999.9,   90.0 ,  70.7 ,12.99G,999.9, 010000,
843700,99999, 20150415,   83.4,16,   74.5,16, 1010.9, 6, 1007.6, 6,   6.2,16,   4.0,16,   8.9, 999.9,   90.0,  75.2 , 0.00G,999.9, 000000,
843700,99999, 20150416,   82.9,16,   75.9,16, 1010.6, 4, 1007.2, 4,   6.2,16,   3.6,16,   8.0, 999.9,   90.3 ,  75.2, 0.00I,999.9, 000000,
843700,99999, 20150417,   82.0,16,   74.4,16, 1010.7, 5, 1007.4, 5,   6.2,16,   4.6,16,   7.0, 999.9,   89.6 ,  73.4,99.99 ,999.9, 010000,
843700,99999, 20150418,   79.8,10,   73.7,10, 1010.6, 6, 1007.3, 6,   6.2,10,   1.5,10,   6.0, 999.9,   89.8 ,  72.5 , 0.00I,999.9, 000000,
843700,99999, 20150419,   83.8,14,   73.6,14, 1010.2, 6, 1006.9, 6,   6.2,14,   3.1,14,   6.0, 999.9,   89.1 ,  73.9 , 0.00I,999.9, 000000,
843700,99999, 20150420,   83.5,16,   73.6,16, 1010.5, 5, 1007.1, 5,   6.2,16,   3.9,16,   7.0, 999.9,   89.6,  73.6 , 0.00I,999.9, 000000,
843700,99999, 20150421,   81.8,16,   74.3,16, 1007.7, 5, 1006.3, 5,   6.2,16,   3.4,16,   8.0, 999.9,   90.5 ,  74.8,99.99 ,999.9, 010000,
843700,99999, 20150422,   81.3,15,   74.5,15, 1009.5, 4, 1006.1, 4,   6.2,15,   2.5,15,   5.1, 999.9,   89.2 ,  73.4 , 0.04G,999.9, 010000,
843700,99999, 20150423,   81.9,16,   74.2,16, 1008.8, 6, 1005.4, 6,   6.2,16,   3.3,16,   8.0, 999.9,   87.3 ,  75.2 , 0.00G,999.9, 010000,
843700,99999, 20150424,   81.3,15,   73.3,15, 1010.3, 5, 1006.9, 5,   6.2,15,   3.4,15,   8.0, 999.9,   88.5 ,  73.6 , 0.00I,999.9, 000000,
843700,99999, 20150425,   81.3,16,   74.0,16, 1011.1, 5, 1007.8, 5,   6.2,16,   4.0,16,   8.0, 999.9,   89.6 ,  73.2 , 0.00I,999.9, 000000,
843700,99999, 20150426,   82.5,15,   74.6,15, 1009.9, 4, 1006.5, 4,   6.2,15,   2.6,15,   6.0, 999.9,   89.6,  75.2, 0.00I,999.9, 000000,
843700,99999, 20150427,   81.8,16,   73.2,16, 1008.6, 5, 1005.3, 5,   6.2,16,   2.7,16,   6.0, 999.9,   90.9 ,  77.0, 0.00I,999.9, 000000,
843700,99999, 20150428,   82.2,15,   73.7,15, 1008.7, 5, 1005.3, 5,   6.2,15,   2.5,15,   7.0, 999.9,   88.2,  73.8 , 0.00I,999.9, 000000,
843700,99999, 20150429,   83.6,16,   74.9,16, 1009.1, 6, 1005.7, 6,   6.2,16,   2.9,16,   8.0, 999.9,   89.6 ,  74.1 , 0.00I,999.9, 000000,
843700,99999, 20150430,   82.9,16,   75.2,16, 1009.5, 6, 1006.2, 6,   6.2,16,   4.2,16,   8.0, 999.9,   88.3,  75.2 , 0.00I,999.9, 000000,
843700,99999, 20150501,   82.4,16,   75.4,16, 1010.0, 6, 1006.7, 6,   6.2,16,   4.2,16,   8.0, 999.9,   89.6 ,  75.2 , 0.00I,999.9, 000000,
843700,99999, 20150502,   82.8,17,   73.9,17, 1009.6, 6, 1006.2, 6,   6.2,17,   3.2,17,   8.0, 999.9,   89.6,  73.0 , 0.00I,999.9, 000000,
843700,99999, 20150503,   81.8,14,   75.4,14, 1009.4, 6, 1006.0, 6,   6.2,14,   4.6,14,   8.0, 999.9,   89.6 ,  73.0 , 0.12G,999.9, 000000,
843700,99999, 20150504,   83.0,16,   76.3,16, 1009.7, 4, 1006.4, 4,   6.3,16,   2.8,15,   7.0, 999.9,   90.0 ,  77.0, 0.00G,999.9, 010000,
843700,99999, 20150505,   82.8,16,   74.2,16, 1009.6, 6, 1006.2, 6,   6.2,16,   3.8,16,   6.0, 999.9,   88.7 ,  73.9 , 0.00G,999.9, 010000,
843700,99999, 20150506,   82.1,14,   74.4,14, 1009.4, 5, 1006.1, 5,   6.2,13,   3.9,14,   7.0, 999.9,   89.6 ,  73.9 ,99.99 ,999.9, 010000,
843700,99999, 20150507,   83.7,15,   73.1,15, 1008.7, 6, 1005.4, 6,   6.2,14,   3.8,15,   8.0, 999.9,   91.4,  74.3, 0.00I,999.9, 000000,
843700,99999, 20150508,   82.8,16,   74.7,16, 1008.9, 6, 1005.6, 6,   6.2,15,   4.4,16,   8.9, 999.9,   91.9 ,  75.6 , 0.00I,999.9, 000000,
843700,99999, 20150509,   82.9,16,   73.6,16, 1008.4, 6, 1005.0, 6,   6.2,15,   3.6,16,   8.0, 999.9,   89.6,  74.3 ,99.99 ,999.9, 010000,
843700,99999, 20150510,   83.4,16,   73.8,16, 1008.0, 6, 1004.7, 6,   6.2,15,   3.6,16,   8.0, 999.9,   90.3 ,  74.3 , 0.00I,999.9, 000000,
843700,99999, 20150511,   83.3,17,   74.8,17, 9999.9, 0, 9999.9, 0,   6.2,17,   3.7,17,   8.0, 999.9,   89.6,  77.0, 0.00I,999.9, 000000,
843700,99999, 20150512,   83.0,14,   73.3,14, 1008.3, 6, 1005.0, 6,   6.2,14,   3.1,14,   6.0, 999.9,   91.6,  71.2 , 0.00I,999.9, 000000,
843700,99999, 20150513,   83.6,16,   73.2,16, 1008.5, 6, 1005.0, 6,   6.2,16,   3.0,16,   9.9, 999.9,   91.4,  75.2 ,99.99 ,999.9, 010000,
843700,99999, 20150514,   81.9,16,   74.4,16, 1008.8, 6, 1005.5, 6,   6.1,16,   3.8,16,   8.9, 999.9,   91.9 ,  73.9 , 0.16G,999.9, 010000,
843700,99999, 20150515,   81.5,16,   75.9,16, 1009.8, 5, 1006.5, 5,   6.2,16,   3.5,16,   6.0, 999.9,   91.9 ,  73.4 , 2.01G,999.9, 010000,
843700,99999, 20150516,   82.4,16,   75.3,16, 1010.4, 5, 1007.1, 5,   6.2,16,   2.8,16,   7.0, 999.9,   89.6,  74.5 , 0.00G,999.9, 000000,
843700,99999, 20150517,   82.7,16,   75.4,16, 1011.8, 6, 1008.4, 6,   6.2,16,   3.7,16,   7.0, 999.9,   90.3 ,  73.4 , 0.20G,999.9, 010000,
843700,99999, 20150518,   83.4,16,   75.4,16, 1011.7, 5, 1008.3, 5,   6.2,16,   3.3,16,   7.0, 999.9,   88.5,  73.6 , 0.00G,999.9, 000000,
843700,99999, 20150519,   83.1,15,   75.4,15, 1011.3, 6, 1007.9, 6,   6.2,15,   3.9,15,   8.0, 999.9,   89.4 ,  73.8 , 0.00I,999.9, 000000,
843700,99999, 20150520,   82.8,16,   75.1,16, 1010.1, 6, 1006.7, 6,   6.6,15,   4.1,16,   8.0, 999.9,   88.5 ,  73.4 , 0.00I,999.9, 000000,
843700,99999, 20150521,   80.3,16,   75.2,16, 1011.1, 6, 1007.8, 6,   6.2,16,   2.9,16,   4.1, 999.9,   88.5 ,  73.2 ,99.99 ,999.9, 010000,
843700,99999, 20150522,   82.6,16,   74.2,16, 1011.2, 6, 1007.8, 6,   6.2,16,   4.1,16,   8.0, 999.9,   87.8,  73.0 , 0.00I,999.9, 000000,
843700,99999, 20150523,   83.1,16,   74.0,16, 1011.3, 6, 1008.0, 6,   6.2,16,   3.8,16,   8.0, 999.9,   88.7 ,  74.3 , 0.00I,999.9, 000000,
843700,99999, 20150524,   81.2,16,   73.9,16, 1010.9, 5, 1007.6, 5,   6.2,16,   3.6,16,   8.0, 999.9,   86.0,  71.6, 0.91G,999.9, 010010,
843700,99999, 20150525,   81.4,16,   75.0,16, 1011.5, 5, 1008.1, 5,   6.2,16,   4.1,16,   8.0, 999.9,   87.8 ,  75.2 , 0.00G,999.9, 000000,
843700,99999, 20150526,   81.8,16,   75.3,16, 1010.6, 6, 1007.3, 6,   6.2,16,   4.4,16,   8.9, 999.9,   87.8,  73.0 , 0.00I,999.9, 000000,
843700,99999, 20150527,   81.9,15,   74.2,15, 1011.0, 6, 1007.7, 6,   6.2,15,   3.7,15,   7.0, 999.9,   88.9 ,  73.2 , 0.00I,999.9, 000000,
843700,99999, 20150528,   82.8,16,   74.9,16, 1010.9, 6, 1007.6, 6,   6.2,16,   2.6,16,   6.0, 999.9,   87.8 ,  75.2 , 0.00I,999.9, 000000,
843700,99999, 20150529,   82.8,16,   73.9,16, 1011.0, 5, 1007.7, 5,   6.2,16,   3.6,16,   8.0, 999.9,   88.0,  75.2 , 0.00I,999.9, 000000,
843700,99999, 20150530,   81.8,16,   74.1,16, 1010.2, 4, 1006.9, 4,   6.2,16,   2.7,16,   6.0, 999.9,   87.8,  74.3 , 0.12G,999.9, 000000,
843700,99999, 20150531,   82.1,16,   74.1,16, 9999.9, 0, 9999.9, 0,   6.2,16,   2.7,16,   8.0, 999.9,   89.6,  72.7 , 0.00G,999.9, 000000,
843700,99999, 20150601,   82.6,16,   75.3,16, 1010.4, 5, 1006.9, 5,   6.2,16,   3.4,16,   8.0, 999.9,   90.3 ,  74.3 , 0.00I,999.9, 000000,
843700,99999, 20150602,   82.0,16,   74.1,16, 1009.5, 6, 1006.2, 6,   6.2,15,   4.9,16,   8.9, 999.9,   87.8 ,  72.5, 0.00I,999.9, 000000,
843700,99999, 20150603,   81.7,16,   73.3,16, 1009.8, 6, 1006.4, 6,   6.2,16,   3.6,16,   8.0, 999.9,   87.8,  72.7 , 0.00I,999.9, 000000,
843700,99999, 20150604,   81.5,17,   73.7,17, 1010.5, 6, 1007.2, 6,   6.2,17,   3.6,17,   8.0, 999.9,   88.2 ,  72.7 , 0.00I,999.9, 000000,
843700,99999, 20150605,   81.4,12,   74.2,12, 1011.2, 5, 1007.8, 5,   6.2,12,   4.0,12,   8.9, 999.9,   87.8 ,  73.6 , 0.00I,999.9, 000000,
843700,99999, 20150606,   80.1,13,   73.3,13, 1011.1, 6, 1007.7, 6,   6.2,13,   3.4,13,   7.0, 999.9,   87.3 ,  71.6 , 0.00I,999.9, 000000,
843700,99999, 20150607,   81.7,16,   73.1,16, 1011.6, 6, 1008.3, 6,   6.2,16,   3.8,16,  11.1, 999.9,   87.8,  73.4 , 0.00I,999.9, 000000,
843700,99999, 20150608,   81.0,16,   74.0,16, 1012.3, 6, 1008.9, 6,   6.2,16,   3.3,16,   7.0, 999.9,   87.6 ,  73.8 , 0.00I,999.9, 000000,
843700,99999, 20150609,   80.7,16,   73.4,16, 1011.9, 5, 1008.6, 5,   6.2,16,   3.0,16,   8.0, 999.9,   87.6 ,  73.6 , 0.00I,999.9, 000000,
843700,99999, 20150610,   80.6,16,   73.4,16, 1010.9, 5, 1007.6, 5,   6.1,15,   3.7,15,   6.0, 999.9,   86.5 ,  73.0 , 0.12A,999.9, 010000,
843700,99999, 20150611,   81.0,16,   73.7,16, 1010.2, 6, 1007.0, 6,   6.2,16,   2.4,12,   6.0, 999.9,   86.9 ,  72.5 , 0.00I,999.9, 000000,
843700,99999, 20150612,   82.2,16,   72.1,16, 1010.3, 5, 1006.9, 5,   6.2,15,   3.7,16,   8.0, 999.9,   89.6,  71.6 , 0.00I,999.9, 000000,
843700,99999, 20150613,   82.1,16,   73.6,16, 1010.0, 5, 1006.6, 5,   6.2,16,   3.4,16,   6.0, 999.9,   89.8 ,  72.1 , 0.00I,999.9, 000000,
843700,99999, 20150614,   81.8,16,   73.0,16, 1009.8, 5, 1006.4, 5,   6.2,16,   4.4,16,   8.9, 999.9,   87.8 ,  70.5 , 0.00I,999.9, 000000,
843700,99999, 20150615,   80.3,15,   73.1,15, 9999.9, 0, 9999.9, 0,   6.2,15,   3.3,15,   7.0, 999.9,   86.0,  72.3 , 0.00I,999.9, 000000,
843700,99999, 20150616,   81.1,15,   72.1,15, 1008.3, 5, 1005.0, 5,   6.2,15,   3.1,15,   6.0, 999.9,   86.9 ,  72.5 , 0.00I,999.9, 000000,
843700,99999, 20150617,   80.4,16,   73.1,16, 1008.5, 5, 1005.2, 5,   6.2,16,   2.2,16,   6.0, 999.9,   86.0,  72.5 , 0.00I,999.9, 000000,
843700,99999, 20150618,   79.6,15,   72.7,15, 1008.4, 6, 1005.1, 6,   6.2,15,   2.2,15,   4.1, 999.9,   87.6 ,  72.7 , 0.00I,999.9, 000000,
843700,99999, 20150619,   82.1,16,   71.9,16, 1008.0, 6, 1004.6, 6,   6.2,10,   3.6,16,   8.9, 999.9,   89.6,  71.6 , 0.00I,999.9, 000000,
843700,99999, 20150620,   80.9,15,   72.8,15, 1009.2, 5, 1005.9, 5,   6.2,15,   4.5,15,   8.9, 999.9,   90.9 ,  71.6, 0.00I,999.9, 000000,
843700,99999, 20150621,   81.0,16,   71.4,16, 1010.6, 6, 1007.3, 6,   6.2,16,   3.8,16,   8.9, 999.9,   87.8,  70.7 , 0.00I,999.9, 000000,
843700,99999, 20150622,   81.8,16,   71.8,16, 1009.9, 6, 1006.6, 6,   6.2,16,   3.4,16,   8.9, 999.9,   89.6,  72.0 , 0.00I,999.9, 000000,
843700,99999, 20150623,   81.9,16,   71.6,16, 1009.0, 6, 1005.6, 6,   6.2,16,   3.7,16,   8.0, 999.9,   89.2 ,  72.7 , 0.00I,999.9, 000000,
843700,99999, 20150624,   81.1,16,   72.0,16, 1008.8, 6, 1005.5, 6,   6.2,16,   4.3,16,   8.9, 999.9,   89.6 ,  69.8 , 0.00I,999.9, 000000,
843700,99999, 20150625,   80.3,16,   72.6,16, 1008.7, 5, 1005.4, 5,   6.2,15,   2.2,11,   5.1, 999.9,   88.3 ,  68.2 , 0.00I,999.9, 000000,
843700,99999, 20150626,   80.4,16,   72.3,16, 1009.5, 6, 1006.1, 6,   6.2,16,   4.2,16,   8.0, 999.9,   86.5 ,  69.8 , 0.00I,999.9, 000000,
843700,99999, 20150627,   81.1,16,   69.8,16, 1010.1, 6, 1006.8, 6,   6.2,11,   3.7,16,   9.9, 999.9,   86.9 ,  69.8 , 0.00I,999.9, 000000,
