boya-salinidad_35.003:35.129 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-temp_<24.578 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_>=111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_>=111.528 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_>=111.528 , caudal_43.145:111.528 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_>=111.528 , caudal_43.145:111.528 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_>=111.528 , caudal_43.145:111.528 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_>=111.528 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_>=111.528 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , caudal_>=111.528 , boya-temp_<24.578 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , est_temp_min_69.668:73.379 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , est_temp_min_69.668:73.379 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , est_temp_min_69.668:73.379 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , est_temp_min_69.668:73.379 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-temp_<24.578 , boya-salinidad_35.003:35.129 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-temp_<24.578 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-temp_<24.578 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 , boya-temp_<24.578 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , caudal_43.145:111.528 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , caudal_43.145:111.528 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , caudal_43.145:111.528 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , est_temp_min_69.668:73.379 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , est_temp_min_69.668:73.379 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , est_temp_min_69.668:73.379 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , est_temp_min_69.668:73.379 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , boya-temp_<24.578 , boya-salinidad_35.003:35.129 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , boya-temp_<24.578 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , boya-temp_<24.578 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , boya-temp_<24.578 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , boya-salinidad_35.003:35.129 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , boya-salinidad_35.003:35.129 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , boya-salinidad_35.003:35.129 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , boya-salinidad_35.003:35.129 boya-temp_24.578:26.23 , boya-salinidad_35.003:35.129 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 boya-salinidad_35.003:35.129 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 boya-salinidad_35.003:35.129 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , estac-pto-rocio_67.268:69.952 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 boya-salinidad_35.003:35.129 , caudal_43.145:111.528 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 boya-salinidad_35.003:35.129 , caudal_>=111.528 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 boya-salinidad_35.003:35.129 , caudal_>=111.528 , caudal_43.145:111.528 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 boya-salinidad_35.003:35.129 , caudal_>=111.528 , caudal_43.145:111.528 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 boya-salinidad_35.003:35.129 , caudal_>=111.528 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 boya-salinidad_35.003:35.129 , caudal_>=111.528 , boya-temp_<24.578 , boya-temp_<24.578 ,  
boya-salinidad_35.003:35.129 , caudal_>=111.528 boya-salinidad_35.003:35.129 , estac-pto-rocio_67.268:69.952 ,  
